unique_id,title,author,total_score,main_link,image_link,update_date,genre,pay,total_like,intro,total_episodes,mean_score,total_comments,mean_like
509094,조선좀비실록,곤마,9.85,https://comic.naver.com/webtoon/list.nhn?titleId=509094,https://shared-comic.pstatic.net/thumb/webtoon/509094/thumbnail/title_thumbnail_20121009170030_t83x90.jpg,2018.01.18,story/fantasy/thrill,0,118647,"알 수 없는 역병으로 사람들이 좀비로 변해버린 조선,그 역병을 멈출 수 있는 사람은 오직 그녀 뿐! 목숨 걸고 그녀를 지켜야 한다!",273,9.79,803432,2740.66
642599,아이덴티티,시니/수훈,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=642599,https://shared-comic.pstatic.net/thumb/webtoon/642599/thumbnail/title_thumbnail_20141225115543_t83x90.jpg,2017.01.10,story/drama/sensibility,1,62956,"잠에 들면 다른 사람이 되는 남자 헨리 모리스, 
그리고 그 병을 치료하는 Dr.와이번.
[죽음에 관하여] 스토리 시니 작가의 신작.",8,9.97,19790,6919.62
546626,새와 같이,후은,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=546626,https://shared-comic.pstatic.net/thumb/webtoon/546626/thumbnail/title_thumbnail_20130722170225_t83x90.JPG,2014.03.21,story/drama/pure/sensibility,1,13958,"당신의 삶에서 가장 소중한 것은 무엇인가요?
 후은 작가 신작",4,9.94,16830,1598.5
528781,기적! 우리에게 일어난 일들,태발,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=528781,https://shared-comic.pstatic.net/thumb/webtoon/528781/thumbnail/title_thumbnail_20130104163021_t83x90.jpg,2014.06.07,story/drama,1,15399,"1년 전 아빠를 잃은 가족, 그들에게 일어나는 기적같은 이야기.
'초록인간', '프로젝트X' 태발 작가의 신작 감동 드라마.",10,9.91,54830,328.8
570504,열무가 익어간다,박민경,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=570504,https://shared-comic.pstatic.net/thumb/webtoon/570504/thumbnail/title_thumbnail_20130712191607_t83x90.jpg,2014.06.01,story/drama/pure,1,16809,파릇파릇 철없는 청년 차열무의 인생 성장기 박민경 작가의 신작.,5,9.92,16626,724.0
654333,이별만화 완성도,손경석,9.85,https://comic.naver.com/webtoon/list.nhn?titleId=654333,https://shared-comic.pstatic.net/thumb/webtoon/654333/thumbnail/title_thumbnail_20160908173314_t83x90.jpg,2012.10.26,story/comic/drama,1,78690,이별 앞에서 울고 웃는 우리들 ㅠ_ㅠ 2014 슈퍼루키 당선작!,7,9.62,16004,6040.29
113581,제주구슬할망,"이하림,김병관/김병관,...",9.74,https://comic.naver.com/webtoon/list.nhn?titleId=113581,https://shared-comic.pstatic.net/thumb/webtoon/113581/thumbnail/title_thumbnail_20091229141558_t83x90.jpg,2010.03.12,story/drama/historical,0,29,"역적의 딸로 몰려 도망치는 허금실의 앞에 김덕수가 나타난다.
김덕수와 제주도로 가기로 결정한 허금실.그녀는 그곳에서 제주바다와 제주해녀를 만나 큰 결심을 하게 되는데…",21,9.76,13026,10.29
608259,레드카펫,임진국,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=608259,https://shared-comic.pstatic.net/thumb/webtoon/608259/thumbnail/title_thumbnail_20140412113712_t83x90.jpg,2014.08.13,story/drama/thrill,1,31948,"'그린보이' 임진국 작가의 신작 잔혹 스릴러,
피로 물든 레드카펫.",6,9.91,5811,626.83
678499,공대생 너무만화,최삡뺩,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=678499,https://shared-comic.pstatic.net/thumb/webtoon/678499/thumbnail/title_thumbnail_20160503224849_t83x90.jpg,2018.07.26,story/comic,0,136104,"평범한(?) 문과생, 공대생이 되다최삡뺩 작가의 신작",114,9.98,643531,11443.15
622647,출격! 반보트,TGM/린다,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=622647,https://shared-comic.pstatic.net/thumb/webtoon/622647/thumbnail/title_thumbnail_20140520142157_t83x90.jpg,2014.12.08,story/comic/fantasy/drama,0,16210,"거치형 로봇특공대 반보트! 
우리의 반보트는 괴수들의 공격을 막을 수 있을 것인가.",30,9.93,49929,1934.83
669360,뱀피르,카인/12B,9.9,https://comic.naver.com/webtoon/list.nhn?titleId=669360,https://shared-comic.pstatic.net/thumb/webtoon/669360/thumbnail/title_thumbnail_20151222163847_t83x90.jpg,2016.06.24,story/fantasy/action,0,37211,"뱀파이어에게 피를 제공하며 가축같이 살아가는 노예인 인간들. 
그 잔혹한 숙명과 뱀파이어의 감시 속에서 반란하려는 무리가 생겨난다. 
SBA-서울문화사-네이버가 함께하는 2015 만화 스카우트 당선작입니다.",26,9.91,42438,4264.85
325631,시간의 섬,이아,9.8,https://comic.naver.com/webtoon/list.nhn?titleId=325631,https://shared-comic.pstatic.net/thumb/webtoon/325631/thumbnail/title_thumbnail_20130504005813_t83x90.jpg,2014.09.08,story/fantasy,0,11533,"신비한 섬, 각기 다른 14명의 인물들이 들려주는 따뜻한 이야기",152,9.76,260692,449.14
423383,스페이스 차이나드레스,최봉수/원현재,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=423383,https://shared-comic.pstatic.net/thumb/webtoon/423383/thumbnail/title_thumbnail_20120524145347_t83x90.jpg,2015.12.21,story/comic/fantasy/action,1,41294,"전 우주무술의 본원지 행성 소림에서 벌어지는 코믹 액션 판타지.
우주 최강의 막무가내 소녀가 강림했다!",8,9.89,26887,1367.38
640110,숲 속의 미마,후은,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=640110,https://shared-comic.pstatic.net/thumb/webtoon/640110/thumbnail/title_thumbnail_20160429190555_t83x90.jpg,2017.02.17,story/fantasy/drama,1,95847,"전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!
영혼이 자유로운 어떤 마법사 이야기",15,9.98,40909,8653.73
703833,점핑오버,조니조/서사야,9.79,https://comic.naver.com/webtoon/list.nhn?titleId=703833,https://shared-comic.pstatic.net/thumb/webtoon/703833/thumbnail/thumbnail_IMAG10_2f2d822e-e4fc-4433-8273-3053039a6208.jpg,2018.09.01,story/fantasy/pure/sensibility,0,37219,평범하고픈 소녀 연희와하늘에서 떨어진 소년 이안의 특별한 이야기!,9,9.79,8524,7200.89
693445,열일곱,플레이리스트,5.69,https://comic.naver.com/webtoon/list.nhn?titleId=693445,https://shared-comic.pstatic.net/thumb/webtoon/693445/thumbnail/thumbnail_IMAG10_0a3ae5de-bf12-4f68-a031-061b0d5aac49.jpg,2017.07.24,story/pure,0,52618,"가장 순수하고 찬란했던 시절, 열일곱 살의 넌 누굴 좋아했니?
우리를 설레게 했던 웹드라마 이 포토툰으로 찾아옵니다.",8,6.33,44063,8416.88
160469,특수 영능력 수사반,사다함,9.53,https://comic.naver.com/webtoon/list.nhn?titleId=160469,https://shared-comic.pstatic.net/thumb/webtoon/160469/thumbnail/title_thumbnail_20100616174201_t83x90.jpg,2018.08.30,story/fantasy,0,72903,어느 날 갑자기 귀신이 보이기 시작한 한 형사의 특별한 수사기.,289,9.72,877998,2201.11
679547,심연의 하늘 시즌4,윤인완/김선희,7.01,https://comic.naver.com/webtoon/list.nhn?titleId=679547,https://shared-comic.pstatic.net/thumb/webtoon/679547/thumbnail/title_thumbnail_20160704144601_t83x90.jpg,2016.06.20,story/thrill,1,58706,재난으로 파괴된 대한민국. 생존을 위한 인간들의 잔혹한 축제가 벌어진다.,3,5.39,29099,12032.67
140444,콘스탄쯔 이야기,김민정,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=140444,https://shared-comic.pstatic.net/thumb/webtoon/140444/thumbnail/title_thumbnail_20100225153651_t83x90.jpg,2012.02.13,story/drama,0,4432,"바로 지금, 여기 이 곳에서 벌어지는, 새로운 삶을 향한 몸부림
긴 터널의 끝에서 그녀를 기다리고 있는 것은 무엇일까.생존을 위한 그녀의 몸부림을 담은 팩션 다큐멘터리.",104,9.93,51722,246.3
297795,크리퍼스큘,밀치/얌치,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=297795,https://shared-comic.pstatic.net/thumb/webtoon/297795/thumbnail/title_thumbnail_20141220014738_t83x90.jpg,2016.10.16,story/fantasy,1,121390,"낮과 밤이 없는 붉은하늘의 세계 크리퍼스큘.
그 곳에서 펼쳐지는 뱀파이어 학원 판타지.",60,9.96,267654,4309.12
703848,파우스트 인 러브,허니맨/손팡,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=703848,https://shared-comic.pstatic.net/thumb/webtoon/703848/thumbnail/thumbnail_IMAG10_1d2ad4ac-5bec-41c2-9b4d-36469fefd666.jpg,2018.09.01,story,0,70462,악마와 거래한 연애 초보 지훈.6개월 안에 그녀의 마음을 얻어라!2017  우수상 수상작,33,9.95,35703,8069.09
693431,계룡선녀전,돌배,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=693431,https://shared-comic.pstatic.net/thumb/webtoon/693431/thumbnail/thumbnail_IMAG10_6fd984c4-c6d7-4fa6-b19b-010b2ff5b143.jpg,2018.03.14,story/fantasy/drama/sensibility,0,173966,"고려, 조선시대를 거쳐 바리스타가 된 계룡산 선녀님(女, 699세)환생한 서방님과 날개옷을 찾을 수 있을까",55,9.99,90094,13472.78
703841,꽃 피는 날,두루,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=703841,https://shared-comic.pstatic.net/thumb/webtoon/703841/thumbnail/thumbnail_IMAG10_f6a90bdf-571f-43d7-a9a6-efb4d23b165a.jpg,2018.09.01,story,0,138738,등교 버스에서 시작된 삼각관계 로맨스!나라에게도 꽃 피는 날이 올까?2017  우수상 수상작,35,9.95,65615,14466.63
641580,일사부재리,김신비/정은,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=641580,https://shared-comic.pstatic.net/thumb/webtoon/641580/thumbnail/title_thumbnail_20150409023015_t83x90.jpg,2015.06.03,story/fantasy/thrill,0,14361,"내가 죽인 그 놈이 살아있다.
SBA-서울문화사-네이버가 함께하는 2014 만화 스카우트 당선작입니다.",28,9.93,23307,2221.29
695585,뱀이 앉은 자리,김이연,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=695585,https://shared-comic.pstatic.net/thumb/webtoon/695585/thumbnail/thumbnail_IMAG10_07775b75-eb10-4c7c-8bc8-948ca2c2b6fb.jpg,2018.06.16,story/drama/thrill,0,145524,"사랑스러운 그녀의 무서운 비밀..그림자 속 그녀의 진실을 보아도, 당신은 그녀를 응원할 수 있을까",61,9.97,54645,10134.16
423392,좀비를 위한 나라는 없다,모래인간,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=423392,https://shared-comic.pstatic.net/thumb/webtoon/423392/thumbnail/title_thumbnail_20140412140153_t83x90.jpg,2014.02.07,story/fantasy/drama,1,6754,"좀비 백신이 만들어진 후, 치료된 사람들은 자신이 좀비였을 적의 기억때문에 괴로워한다.
인간과 좀비 사이. 엔딩크레딧 그 이후의 이야기, '좀비를 위한 나라는 없다'",12,9.88,20092,762.33
695768,오늘부터 주군,박카린,9.63,https://comic.naver.com/webtoon/list.nhn?titleId=695768,https://shared-comic.pstatic.net/thumb/webtoon/695768/thumbnail/thumbnail_IMAG10_05d39696-d402-4dc6-b46b-2498013973ac.jpg,2017.06.05,story/comic/fantasy/drama,1,151050,"문제 고딩 해도영, 왕세자로 부활!? 당황스러운 시대에 만난 당황스러운 사람들의 코믹 판타지 드라마!",5,9.34,29800,24398.6
169081,단군할배요,호연,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=169081,https://shared-comic.pstatic.net/thumb/webtoon/169081/thumbnail/title_thumbnail_20100527153006_t83x90.jpg,2011.09.29,story/fantasy/drama,0,1130,"대한민국 어느 깊은 산골에서 다섯 살 아가씨가 산신을 만난다. 
단기 4343년, 단군이래 단군을 다시 만난 이들의 명랑한 이야기",71,9.91,37313,115.7
626949,바로잡는 순애보,이채영,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=626949,https://shared-comic.pstatic.net/thumb/webtoon/626949/thumbnail/title_thumbnail_20140630151813_t83x90.jpg,2017.04.01,story/fantasy/drama,0,85786,"사람이 되고 싶은 반달가슴곰 순애와 호랑이 비타, 
그리고 평범하지만 특별한 소년 바로의 좌충우돌 성장기
2013 대학만화 최강자전 최우수상 수상작!",136,9.92,139702,4029.73
608263,늘 푸른 찻집,고병준/제뉴,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=608263,https://shared-comic.pstatic.net/thumb/webtoon/608263/thumbnail/title_thumbnail_20140114000619_t83x90.jpg,2015.12.14,story/drama/pure,0,120512,천방지축 아이들의 달콤 쌉싸르한 성장이야기,102,9.96,444899,6776.52
681453,지금 이 순간 마법처럼,나윤희,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=681453,https://shared-comic.pstatic.net/thumb/webtoon/681453/thumbnail/thumbnail_IMAG10_864695b9-5f82-4f13-9702-57890ecb3f21.jpg,2018.08.07,story/drama/pure,0,153599,마법사와 마녀가 함께 사는 이 시대평범하지만 특별한 주인공들이 만나서로 엮어가는 두근 두근 이야기!,110,9.98,97744,7574.71
646568,2호선 세입자,정은경/여원,9.9,https://comic.naver.com/webtoon/list.nhn?titleId=646568,https://shared-comic.pstatic.net/thumb/webtoon/646568/thumbnail/title_thumbnail_20150122143341_t83x90.jpg,2016.02.06,story/drama,1,64065,"2호선엔 왜 사람이 많을까?
지하철에서 벌어지는 로맨틱 휴먼 드라마",6,9.84,27970,7341.83
709992,옆반의 인어,요엔,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=709992,https://shared-comic.pstatic.net/thumb/webtoon/709992/thumbnail/thumbnail_IMAG10_49513548-d3b7-4c2a-b9a5-5c31c4e82e60.jpg,2018.08.28,story/comic/fantasy/drama/pure,0,60545,인어공주 전설의 현실 재림! 다만 인어 공주가 아닌 왕자일 뿐!,21,9.95,28937,9304.71
660366,마스크걸,매미/희세,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=660366,https://shared-comic.pstatic.net/thumb/webtoon/660366/thumbnail/thumbnail_IMAG10_153d8d39-9168-4359-917c-03c325a48f58.jpg,2018.06.09,story/comic/drama/sensibility,0,242876,"끝내주게 못생기고끝내주게 몸매좋은 여자, 김모미",131,9.96,161395,8708.07
621494,국립자유경제고등학교 세실고...,양혜석/이현지,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=621494,https://shared-comic.pstatic.net/thumb/webtoon/621494/thumbnail/title_thumbnail_20140418115703_t83x90.jpg,2016.04.10,story/drama,0,66155,"'L반'이 돌아왔다…!! 국립자유경제고등학교 세실고, 새롭게 시작되는 2학기!",12,9.96,37598,4834.0
703837,아기낳는만화,쇼쇼,9.82,https://comic.naver.com/webtoon/list.nhn?titleId=703837,https://shared-comic.pstatic.net/thumb/webtoon/703837/thumbnail/thumbnail_IMAG10_818effb7-d779-46e2-a7c8-0657131692cc.jpg,2018.06.27,story/daily,0,167018,임신과 출산에 대해 아무것도 몰랐던 나... 반성합니다.엄청난 변화와 위기를 몰고온 진짜 임신 충격 실화!,52,9.82,381040,17308.17
702170,심연의 하늘 시즌5,윤인완/김선희,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=702170,https://shared-comic.pstatic.net/thumb/webtoon/702170/thumbnail/thumbnail_IMAG10_4f60dfb5-0d95-4fa4-a3cc-e64529011ef6.jpg,2017.11.12,story/thrill,1,71584,이 재난의 마지막 생존자는 누가 될 것인가,5,9.89,9278,9804.0
705328,환상적인 소년,후은,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=705328,https://shared-comic.pstatic.net/thumb/webtoon/705328/thumbnail/thumbnail_IMAG10_bbe95df8-1860-41b5-b03b-12bd4bc2cf21.jpg,2018.08.31,story/fantasy/drama,0,75808,평범한 소년과 환상적인 소녀의 위험한 동행 이야기.,31,9.99,27828,9087.94
670147,레코닝,이혜,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=670147,https://shared-comic.pstatic.net/thumb/webtoon/670147/thumbnail/title_thumbnail_20160108112021_t83x90.jpg,2017.01.10,story/fantasy/drama,1,82046,내가 살려면 또 다른 내가 죽어야 한다!,13,9.98,23391,9530.77
703854,식스틴,김인태,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=703854,https://shared-comic.pstatic.net/thumb/webtoon/703854/thumbnail/thumbnail_IMAG10_8a8a49a6-d16f-4cd5-8386-15cf735f15a1.jpg,2018.08.30,story/drama,0,41109,"29살 싱글맘 직장인 서인주, 어느 날 나타난 수상한 동창으로 그녀의 일상이 흔들린다.",22,9.92,16173,5764.68
713055,호곡,감대,8.92,https://comic.naver.com/webtoon/list.nhn?titleId=713055,https://shared-comic.pstatic.net/thumb/webtoon/713055/thumbnail/thumbnail_IMAG10_3d9f8073-002d-4634-98ca-444c97d0a540.jpg,2018.09.01,story/fantasy,0,22588,'이제 우리 차례야'조선의 왕 '천군'이 사라지고 3년 뒤...한 소녀가 나타나다.,11,9.16,13761,3717.64
452116,MY OH,박카린,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=452116,https://shared-comic.pstatic.net/thumb/webtoon/452116/thumbnail/title_thumbnail_20140903232246_t83x90.jpg,2012.05.23,story/drama/pure,1,32579,전혀 다른 세 명의 음악 바보들로 오케스트라를 만들기 위한 프로젝트!이들과 함께 하는 신나는 캠퍼스 라이프!,13,9.94,22262,1494.08
414609,바람이 머무는 난,신월,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=414609,https://shared-comic.pstatic.net/thumb/webtoon/414609/thumbnail/title_thumbnail_20150708234240_t83x90.jpg,2015.09.23,story/fantasy,1,58723,어느날 지상 최후의 용과 마주하게 된 한 여자아이의 이야기,19,9.95,74280,2353.95
607486,미결,꼬마비,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=607486,https://shared-comic.pstatic.net/thumb/webtoon/607486/thumbnail/title_thumbnail_20140824234111_t83x90.jpg,2015.01.04,story/drama,1,22178,"꼬마비 작가의 죽음 3부작 마지막 3부.
등장인물 및 배경, 단체명이 실제와 아무런 관계가 없는
만화가 '1208'의 이야기.",4,9.79,18422,2032.25
63453,묵회,한나,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=63453,https://shared-comic.pstatic.net/thumb/webtoon/63453/thumbnail/title_thumbnail_20090807192242_t83x90.jpg,2011.06.25,story/drama/historical,0,1259,"떠돌이 점쟁이 모아의 이야기. 
그녀가 만나는 사람들의 이야기. 그리고 우리의 이야기. 이 세상의 이야기",112,9.92,45963,156.74
709628,나의 짝사랑 고백법,해미,9.76,https://comic.naver.com/webtoon/list.nhn?titleId=709628,https://shared-comic.pstatic.net/thumb/webtoon/709628/thumbnail/thumbnail_IMAG10_b6183b6e-a7d8-46aa-be17-5f7b44f68eb1.jpg,2018.08.30,story/daily/fantasy/drama/pure,0,68973,네 앞에만 서면 왜 자꾸 작아지는 걸까?진짜로 작아진(?) 나의 짝사랑 이야기,21,9.85,27400,8672.52
423377,월남특급,김혜원,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=423377,https://shared-comic.pstatic.net/thumb/webtoon/423377/thumbnail/title_thumbnail_20120203112710_t83x90.jpg,2013.12.01,story/fantasy/drama,0,2161,"유쾌상쾌통쾌! 지긋지긋한 현실을 벗어나 베트남으로!
돈가방을 들고 튄 두 여자와 악의 무리들의 로얄 어드벤처 베트남 여행기.",94,9.88,102973,200.35
316908,멍순이,김달님,9.83,https://comic.naver.com/webtoon/list.nhn?titleId=316908,https://shared-comic.pstatic.net/thumb/webtoon/316908/thumbnail/title_thumbnail_20110401160012_t83x90.jpg,2012.05.07,story/sensibility,1,853,"이곳 저곳 산 밖에 안보이는 샛골 마을.
그곳에서 일어나는 꽃님이와 멍순이의 흙냄새, 풀냄새 나는 이야기.",11,9.83,11829,216.18
570696,우리의 이상한 여행,최경아,9.78,https://comic.naver.com/webtoon/list.nhn?titleId=570696,https://shared-comic.pstatic.net/thumb/webtoon/570696/thumbnail/title_thumbnail_20130709171240_t83x90.jpg,2014.04.24,story/drama/pure,1,18620,"'인생은 여행이야' 
이미 끝나버린 여행, 새롭게 시작되는 여행,다시 써나가는 여행,
우리의 이상한 사랑 여행.",5,9.69,6857,213.6
675822,대작,범우,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=675822,https://shared-comic.pstatic.net/thumb/webtoon/675822/thumbnail/title_thumbnail_20160307143041_t83x90.jpg,2017.01.24,story/thrill,1,62442,천재 신인작가와 그를 쫓는 이들의 숨막히는 이야기,7,9.95,11838,8284.71
626946,버퍼링,최홍준,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=626946,https://shared-comic.pstatic.net/thumb/webtoon/626946/thumbnail/title_thumbnail_20140613111759_t83x90.jpg,2015.06.06,story/fantasy/thrill,1,24127,"언제부터인가...
시간의 흐름에 문제가 생겼다",7,9.96,18050,3957.57
666537,3P,김우준,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=666537,https://shared-comic.pstatic.net/thumb/webtoon/666537/thumbnail/title_thumbnail_20151108195327_t83x90.jpg,2016.01.03,story/fantasy/action/drama,1,50280,"사이코, 사이코패스, 사이코매트리스트.. 그들의 치열한 서바이벌이 시작되었다.살아남아라!비밀이 풀릴 때까지 쇼는 끝나지 않는다.",10,9.97,14197,5318.6
679543,아테나 컴플렉스,케이사르,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=679543,https://shared-comic.pstatic.net/thumb/webtoon/679543/thumbnail/title_thumbnail_20160602111920_t83x90.JPG,2018.06.07,story/fantasy,0,125536,이런 여신님은 처음!어느 여신님의 수천년에 걸친 애절한 짝사랑 이야기2015 대학만화 최강자전 수상작!,105,9.91,155362,7670.3
635174,씬커,권혁주,9.8,https://comic.naver.com/webtoon/list.nhn?titleId=635174,https://shared-comic.pstatic.net/thumb/webtoon/635174/thumbnail/title_thumbnail_20161108161056_t83x90.jpg,2018.08.28,story/fantasy/action,0,49982,몸 속에 서버가 있는 파쿠르 소년이 전파를 자유자재로 사용하는 능력으로해킹의 세계에서 히어로가 된다,148,9.72,177986,1480.01
557675,하나(HANA),와난,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=557675,https://shared-comic.pstatic.net/thumb/webtoon/557675/thumbnail/title_thumbnail_20130514180021_t83x90.jpg,2017.01.10,story/drama,1,92456,"유전자조작 쥐로 알려져 있는 아이 HANA(하나),하나가 연구실에서 탈출하면서 일어나는 이야기들. 와난 작가 신작!",6,9.93,34005,4212.17
597449,샌프란시스코 화랑관,돌배,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=597449,https://shared-comic.pstatic.net/thumb/webtoon/597449/thumbnail/title_thumbnail_20131029164457_t83x90.jpg,2016.03.09,story/sensibility,0,76775,"미국 샌프란시스코의 태권도장에서 일어나는
각양각색 사람들의 진솔한 이야기",121,9.98,129943,4534.4
710764,ㄹㅇ 관종,9P,9.51,https://comic.naver.com/webtoon/list.nhn?titleId=710764,https://shared-comic.pstatic.net/thumb/webtoon/710764/thumbnail/thumbnail_IMAG10_32c79e47-33ed-4542-b79b-01fb3335c79b.jpg,2018.08.31,story/comic/drama,0,40277,"중2, 병약미소년, BJ... 각종 컨셉이 판치는 이곳에서 최강은 누구?",17,9.77,32343,6998.82
675516,참치와 돌고래,이힝,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=675516,https://shared-comic.pstatic.net/thumb/webtoon/675516/thumbnail/title_thumbnail_20160311174137_t83x90.jpg,2016.04.20,story/daily/drama/sensibility,1,114535,모솔에 금사빠인 현호수영장 그남자에게 또 금세 사랑에 빠지다! 과연 현호의 이번 사랑은 이루어 질 수 있을까?,7,9.95,13967,12019.57
597466,매지컬 고삼즈,seri/비완,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=597466,https://shared-comic.pstatic.net/thumb/webtoon/597466/thumbnail/title_thumbnail_20150715181638_t83x90.jpg,2016.11.30,story/fantasy/drama,1,85991,"수능이 코앞인데 사랑과 평화를 지키라고?
고3에 마법소녀가 된 한여름과 그녀를 둘러싼 이야기",14,9.94,141078,5353.43
689701,"이기자, 그린",김8,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=689701,https://shared-comic.pstatic.net/thumb/webtoon/689701/thumbnail/title_thumbnail_20161220144250_t83x90.jpg,2017.01.17,story/drama,1,79482,쓰레기 기자와 망한 연예인의 애매한 로맨스'불만시대' 김8 작가의 신작!,5,9.94,12108,13843.6
703851,꼬리,공현곤,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=703851,https://shared-comic.pstatic.net/thumb/webtoon/703851/thumbnail/thumbnail_IMAG10_d31dfbb9-f429-4e74-963e-8b6726b62465.jpg,2018.08.30,story/thrill,0,44953,정해진 운명의 세쌍둥이.'나는 살인마의 도플갱어다.',26,9.97,9349,4462.0
679545,블랙수트,박세준/차용운,9.67,https://comic.naver.com/webtoon/list.nhn?titleId=679545,https://shared-comic.pstatic.net/thumb/webtoon/679545/thumbnail/title_thumbnail_20160704113752_t83x90.jpg,2017.04.11,story/drama/pure,1,79752,"발을 들이지 말아야 할 곳에서
만나야 할 한 사람을 만나다.",9,9.54,36901,12607.44
597473,원 뿔러스 원,청보리,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=597473,https://shared-comic.pstatic.net/thumb/webtoon/597473/thumbnail/title_thumbnail_20150821213837_t83x90.jpg,2017.02.25,story/fantasy/drama,1,118831,"같은 장애를 가진 두 소년이 살아가는 세상. 
그리고 특정 장애인만을 노리는 범죄자. 
장애를 주제로 한 학원 스릴러.",16,9.95,109914,8004.75
642604,화이트멜로우,임진국,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=642604,https://shared-comic.pstatic.net/thumb/webtoon/642604/thumbnail/title_thumbnail_20141212140129_t83x90.jpg,2016.02.05,story/drama/sports,1,40997,"하얀 눈 속에서 펼쳐지는 순조롭지 않은 그들의 레알 로맨스!
,  임진국 작가 신작 로맨스시트콤",10,9.96,38565,3639.8
687921,아일랜드 2부,윤인완/양경일,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=687921,https://shared-comic.pstatic.net/thumb/webtoon/687921/thumbnail/title_thumbnail_20161109000040_t83x90.jpg,2016.12.28,story/fantasy/action,1,87270,악귀들이 가득찬 섬 제주도. 이를 물리치는 토막살인범 반. 웹툰으로 새롭게 돌아온 퇴마만화의 전설 ,9,9.96,21697,10626.56
653344,기로,구들,9.86,https://comic.naver.com/webtoon/list.nhn?titleId=653344,https://shared-comic.pstatic.net/thumb/webtoon/653344/thumbnail/title_thumbnail_20150420212358_t83x90.jpg,2018.04.09,story/fantasy/drama,0,47607,숨겨진 고통을 꺼내어버린 남자스스로를 구하기 위한 기이한 마음의 여정,133,9.82,47815,1780.41
537991,사랑의 외계인,김이랑,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=537991,https://shared-comic.pstatic.net/thumb/webtoon/537991/thumbnail/title_thumbnail_20131012230838_t83x90.jpg,2014.08.28,story/fantasy/drama,0,16052,"농촌을 무대로 펼쳐지는 기묘한 모험담. 삼수와 이이는 지구를 지킬 수 있을 것인가!
'그런지' 김이랑 작가의 신작 판타지 ",64,9.96,59954,1079.52
546625,동네변호사 조들호 시즌1,해츨링,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=546625,https://shared-comic.pstatic.net/thumb/webtoon/546625/thumbnail/title_thumbnail_20130306103553_t83x90.jpg,2016.03.02,story/drama,1,63853,본격 생활법정만화 동네변호사 조들호,10,9.91,39644,2721.7
643607,한국만화거장전 : 순정만화...,한국만화가협회,9.86,https://comic.naver.com/webtoon/list.nhn?titleId=643607,https://shared-comic.pstatic.net/thumb/webtoon/643607/thumbnail/title_thumbnail_20141223153822_t83x90.jpg,2015.06.17,story/pure,0,15417,"이번엔 순정만화다!
어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.",24,9.82,20022,2632.67
